territoireJeuDonnees,nomScientifiqueRef,nomCite,regne,classe,genre,espece,dateObservation,datePrecision,decennie,annee,mois,dateDetermination,latitude,longitude,precisionGeometrieMetres,commune,departement,region,altitudeMin,atitudeMax,especeEvalueeLR,statutBiogeoEspeceTaxref
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2005-11-05T00:00:00Z,DAY,2000,2005,11,,42.98538,2.50567,2313,Salza,Aude,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2009-11-11T00:00:00Z,DAY,2000,2009,11,,43.75695,3.54517,4472,Saint-Guilhem-le-Desert,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-03-01T00:00:00Z,DAY,2010,2013,3,,43.73033,4.02170,2136,Beaulieu,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2009-08-02T00:00:00Z,DAY,2000,2009,8,,43.57202,3.83235,2457,Saint-Jean-de-Vedas,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2009-04-12T00:00:00Z,DAY,2000,2009,4,,43.79264,3.70797,4148,Saint-Martin-de-Londres,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2012-07-02T00:00:00Z,DAY,2010,2012,7,,43.50476,3.36766,3313,Caux,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-03-01T00:00:00Z,DAY,2010,2013,3,,43.68870,3.97973,3765,Castries,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2012-05-05T00:00:00Z,DAY,2010,2012,5,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-01-05T00:00:00Z,DAY,2010,2013,1,,43.76797,3.91085,1845,Sainte-Croix-de-Quintillargues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2001-06-06T00:00:00Z,DAY,2000,2001,6,,42.91593,2.55761,3081,Massac,Aude,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2010-02-03T00:00:00Z,DAY,2010,2010,2,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2012-07-02T00:00:00Z,DAY,2010,2012,7,,43.51370,3.41859,2575,Nizas,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-11-12T00:00:00Z,DAY,2010,2011,11,,43.68268,4.08415,2495,Lunel-Viel,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-09-01T00:00:00Z,DAY,2010,2013,9,,43.69737,4.03766,2219,Saint-Genies-des-Mourgues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2010-07-02T00:00:00Z,DAY,2010,2010,7,,43.65707,3.42328,2223,Lacoste,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2009-01-04T00:00:00Z,DAY,2000,2009,1,,43.30159,3.34798,3675,Portiragnes,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2012-04-02T00:00:00Z,DAY,2010,2012,4,,43.57202,3.83235,2457,Saint-Jean-de-Vedas,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2013-02-02T00:00:00Z,DAY,2010,2013,2,,43.66070,3.96264,2296,Vendargues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2014-03-03T00:00:00Z,DAY,2010,2014,3,,43.71045,3.89828,4325,Assas,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2008-03-04T00:00:00Z,DAY,2000,2008,3,,43.53413,3.77213,4192,Fabregues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2007-06-04T00:00:00Z,DAY,2000,2007,6,,43.48630,3.80394,4510,Vic-la-Gardiole,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2007-10-05T00:00:00Z,DAY,2000,2007,10,,42.90628,2.72777,6008,Tuchan,Aude,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2015-03-10T00:00:00Z,DAY,2010,2015,3,,43.77159,3.99515,1615,Buzignargues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2009-04-03T00:00:00Z,DAY,2000,2009,4,,43.75695,3.54517,4472,Saint-Guilhem-le-Desert,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2008-05-06T00:00:00Z,DAY,2000,2008,5,,43.63696,4.08289,3752,Lansargues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2007-02-10T00:00:00Z,DAY,2000,2007,2,,43.75208,3.83362,2756,Saint-Jean-de-Cuculles,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-12-10T00:00:00Z,DAY,2010,2011,12,,43.65051,3.79395,3960,Grabels,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2009-05-04T00:00:00Z,DAY,2000,2009,5,,42.94979,2.55864,3956,Laroque-de-Fa,Aude,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2008-08-02T00:00:00Z,DAY,2000,2008,8,,43.75208,3.83362,2756,Saint-Jean-de-Cuculles,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2007-06-05T00:00:00Z,DAY,2000,2007,6,,43.61473,3.67898,2825,Saint-Paul-et-Valmalle,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2008-09-04T00:00:00Z,DAY,2000,2008,9,,43.63772,3.91242,2087,Castelnau-le-Lez,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2007-01-03T00:00:00Z,DAY,2000,2007,1,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2007-01-03T00:00:00Z,DAY,2000,2007,1,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2007-01-03T00:00:00Z,DAY,2000,2007,1,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2007-01-03T00:00:00Z,DAY,2000,2007,1,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2007-01-03T00:00:00Z,DAY,2000,2007,1,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2007-01-03T00:00:00Z,DAY,2000,2007,1,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2007-01-03T00:00:00Z,DAY,2000,2007,1,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2007-01-07T00:00:00Z,DAY,2000,2007,1,,43.92576,3.73379,2038,Laroque,Herault,Occitanie,,,true,Introduit
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2007-01-03T00:00:00Z,DAY,2000,2007,1,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2007-01-03T00:00:00Z,DAY,2000,2007,1,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2005-05-04T00:00:00Z,DAY,2000,2005,5,,43.63696,4.08289,3752,Lansargues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2005-05-04T00:00:00Z,DAY,2000,2005,5,,43.63696,4.08289,3752,Lansargues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2005-05-04T00:00:00Z,DAY,2000,2005,5,,43.63696,4.08289,3752,Lansargues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2005-05-04T00:00:00Z,DAY,2000,2005,5,,43.63696,4.08289,3752,Lansargues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2005-05-04T00:00:00Z,DAY,2000,2005,5,,43.63696,4.08289,3752,Lansargues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2005-05-04T00:00:00Z,DAY,2000,2005,5,,43.63696,4.08289,3752,Lansargues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2005-05-04T00:00:00Z,DAY,2000,2005,5,,43.63696,4.08289,3752,Lansargues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2000-04-05T00:00:00Z,DAY,2000,2000,4,,42.98478,2.61468,2324,Felines-Termenes,Aude,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2008-04-09T00:00:00Z,DAY,2000,2008,4,,43.64698,3.69968,4184,Montarnaud,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2005-04-03T00:00:00Z,DAY,2000,2005,4,,43.63696,4.08289,3752,Lansargues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2006-12-03T00:00:00Z,DAY,2000,2006,12,,43.63535,4.11745,2107,Saint-Nazaire-de-Pezan,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2007-01-03T00:00:00Z,DAY,2000,2007,1,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2007-01-03T00:00:00Z,DAY,2000,2007,1,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2007-01-03T00:00:00Z,DAY,2000,2007,1,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2007-01-03T00:00:00Z,DAY,2000,2007,1,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2005-11-05T00:00:00Z,DAY,2000,2005,11,,42.99584,2.47912,1945,Montjoi,Aude,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2008-09-04T00:00:00Z,DAY,2000,2008,9,,43.63772,3.91242,2087,Castelnau-le-Lez,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2005-05-04T00:00:00Z,DAY,2000,2005,5,,43.63696,4.08289,3752,Lansargues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2005-05-04T00:00:00Z,DAY,2000,2005,5,,43.63696,4.08289,3752,Lansargues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2005-05-04T00:00:00Z,DAY,2000,2005,5,,43.63696,4.08289,3752,Lansargues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2005-05-04T00:00:00Z,DAY,2000,2005,5,,43.63696,4.08289,3752,Lansargues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2005-05-04T00:00:00Z,DAY,2000,2005,5,,43.63696,4.08289,3752,Lansargues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2005-05-04T00:00:00Z,DAY,2000,2005,5,,43.63696,4.08289,3752,Lansargues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2005-05-04T00:00:00Z,DAY,2000,2005,5,,43.63696,4.08289,3752,Lansargues,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2006-09-04T00:00:00Z,DAY,2000,2006,9,,43.56353,3.90214,4154,Lattes,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2006-09-04T00:00:00Z,DAY,2000,2006,9,,43.56353,3.90214,4154,Lattes,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2006-09-04T00:00:00Z,DAY,2000,2006,9,,43.56353,3.90214,4154,Lattes,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2006-09-04T00:00:00Z,DAY,2000,2006,9,,43.56353,3.90214,4154,Lattes,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2006-09-04T00:00:00Z,DAY,2000,2006,9,,43.56353,3.90214,4154,Lattes,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2006-10-04T00:00:00Z,DAY,2000,2006,10,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2006-10-04T00:00:00Z,DAY,2000,2006,10,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2005-06-06T00:00:00Z,DAY,2000,2005,6,,42.96389,2.53201,2650,Mouthoumet,Aude,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2012-07-11T00:00:00Z,DAY,2010,2012,7,,44.15630,4.19281,2611,Servas,Gard,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2007-01-03T00:00:00Z,DAY,2000,2007,1,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2007-01-03T00:00:00Z,DAY,2000,2007,1,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2012-11-11T00:00:00Z,DAY,2010,2012,11,,43.78788,4.18891,3886,Calvisson,Gard,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2007-01-03T00:00:00Z,DAY,2000,2007,1,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2007-01-03T00:00:00Z,DAY,2000,2007,1,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2007-01-03T00:00:00Z,DAY,2000,2007,1,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2007-01-03T00:00:00Z,DAY,2000,2007,1,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2007-01-03T00:00:00Z,DAY,2000,2007,1,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2007-01-03T00:00:00Z,DAY,2000,2007,1,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine | Reunion,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2007-01-03T00:00:00Z,DAY,2000,2007,1,,43.52581,3.85823,5039,Villeneuve-les-Maguelone,Herault,Occitanie,,,true,Present (indigene ou indetermine)
